id;title;year;references;abstract
2964749018;Unbalanced breast cancer data classification using novel fitness functions in genetic programming;2020.0;[1486003553, 1833977909, 1941659294, 1965173537, 1975580029, 1982934478, 1985842955, 1996313056, 2003087683, 2004320486, 2011170389, 2015776218, 2044675702, 2056137745, 2066393173, 2071529495, 2083780116, 2167389327, 2173226459, 2295985801, 2507278300, 2549437329, 2559900391, 2560205181, 2561467560, 2576787043, 2585770658, 2604677623, 2767106145, 2795726520, 2800577149, 2886310805, 2891321141, 2912889105, 2922034350];   Breast Cancer is a common disease and to prevent it, the disease must be identified at earlier stages. Available breast cancer datasets are unbalanced in nature, i.e. there are more instances of benign (non-cancerous) cases then malignant (cancerous) ones. Therefore, it is a challenging task for most machine learning (ML) models to classify between benign and malignant cases properly, even though they have high accuracy. Accuracy is not a good metric to assess the results of ML models on breast cancer dataset because of biased results. To address this issue, we use Genetic Programming (GP) and propose two fitness functions. First one is F2 score which focuses on learning more about the minority class, which contains more relevant information, the second one is a novel fitness function known as Distance score (D score) which learns about both the classes by giving them equal importance and being unbiased. The GP framework in which we implemented D score is named as D-score GP (DGP) and the framework implemented with F2 score is named as F2GP. The proposed F2GP achieved a maximum accuracy of 99.63%, 99.51% and 100% for 60-40, 70-30 partition schemes and 10 fold cross validation scheme respectively and DGP achieves a maximum accuracy of 99.63%, 98.5% and 100% in 60-40, 70-30 partition schemes and 10 fold cross validation scheme respectively. The proposed models also achieves a recall of 100% for all the test cases. This shows that using a new fitness function for unbalanced data classification improves the performance of a classifier.
2996622920;Training a non-native vowel contrast with a distributional learning paradigm results in improved perception and production;2020.0;[1968703923, 2062429067, 2522016266];   Previous distributional learning research suggests that adults can improve perception of a non-native contrast more efficiently when exposed to a bimodal than a unimodal distribution. Studies have also suggested that perceptual learning can transfer to production. The current study tested whether the addition of visual images to reinforce the contrast and active learning with feedback would result in learning in both conditions and would transfer to gains in production. Native English-speaking adults heard stimuli from a bimodal or unimodal /o/-/œ/ continuum. No group differences were found on a discrimination task, possibly suggesting that the supports eliminated previously documented group differences. On an identification task, listeners in the bimodal group showed better performance than the unimodal group on the endpoint stimuli. Production results indicated that both groups showed increased Euclidean distance between the target vowels after training, suggesting that perceptual training improved production skills in both conditions. Contrary to expectations, degree of perception and production learning were not correlated. Together, these results suggest that a bimodal distribution may aid learning, but that adding images to reinforce the contrast and active learning to the training paradigm could mitigate disadvantages found previously for participants exposed to a unimodal distribution.
2997964213;Damage Spreading, Chaos and Regional Synchronization of a Probabilistic Cellular Automaton.;2020.0;[];
2998646461;Smart computing and cyber technology for cyberization;2020.0;[592218986, 1500464975, 1858904274, 1989634590, 2006761437, 2021941127, 2095223629, 2169239645, 2247776437, 2416799949, 2590019597, 2609552253, 2807337963, 2883995567, 2885161904, 2898896120, 2915594435, 2946502251, 2946627595, 2946699206, 2951627131, 2952417223, 2958718920, 2961595003, 2964008753, 2969522623, 2970032879, 2970888294, 2988958963, 2990135320];
2984273387;Augmented Lagrangian combined to evolutionary heuristic for energy efficiency in OCDMA networks;2020.0;[1987995897, 2105101597, 2126087318, 2150834164, 2320065976, 2483716586, 2498322372, 2783517474];   This paper proposes combining the augmented Lagrangian method (ALM) with evolutionary heuristic methods, as well as quasi-Newton optimization methods applied to the energy efficiency (EE) maximization in the optical code division multiple access (OCDMA) communication network. The particle swarm optimization (PSO) and a hybridization between the PSO and the gravitational search algorithm (GSA) called PSOGSA have been deployed. The ALM structure replaces the objective function and allows a best fit to the problem, and ultimately provide more information about the solution. Numerical results demonstrate the robustness and low-complexity of hybrid ALM-PSO, while the ALM associated with PSOGSA attains robustness at cost of high-complexity. In turn, the usually ALM combined with Broyden-Fletcher-Goldfarb-Shanno (BFGS) method presents convergence for a restrict scenarios, failing to perform suitably for networks with large numbers of users.
2980274035;Balancing mission success probability and risk of system loss by allocating redundancy in systems operating with a rescue option;2020.0;[1550064664, 1971945294, 1980944306, 1987197833, 2001565273, 2005812157, 2006838288, 2014500386, 2022123067, 2025705970, 2033724226, 2051247433, 2067708377, 2069280737, 2082839354, 2093523923, 2116827549, 2148606018, 2165046421, 2334208235, 2620003726, 2742118814, 2751698421, 2801297575, 2938963980];   In many real-world safety-critical applications, a rescue procedure aimed at saving a system can be activated after its failure to execute a primary mission. For such systems, it is essential to keep the balance between the mission success probability and the system survival probability, as both of these contradicting metrics are extremely important in practice. This balance is achieved in the paper by solving the corresponding constrained redundancy optimization problem utilizing the innovative algorithmic approach. The developed methodology is applied to multicomponent systems with overlapping sets of components involved in primary and rescue phases of a mission, respectively. Each component is a subsystem that consists of parallel heterogeneous elements. The random environment in which the system operates is modeled by the Poisson shock process, whereas each shock can result in failures with given probabilities. The detailed numerical example illustrating optimal redundancy solutions is presented. Further directions for generalizations and applications of the obtained results are discussed.
2977258213;Attribute evaluation on attack trees with incomplete information;2020.0;[1365286, 201786483, 1159968740, 1480909796, 1506446282, 1515452738, 1533876796, 1542659806, 1561586523, 2010130012, 2010219174, 2033238208, 2064241518, 2086871667, 2091973517, 2096349415, 2106327281, 2111145992, 2112850401, 2114884316, 2133795641, 2137982913, 2142527556, 2146024157, 2149137922, 2156607688, 2164059558, 2165836036, 2193214538, 2224486821, 2339277944, 2399992960, 2489519702, 2507595475, 2514350728, 2515420228, 2520060407, 2533940363, 2583980768, 2623597181, 2766228646, 2788276534];   Attack trees are considered a useful tool for security modelling because they support qualitative as well as quantitative analysis. The quantitative approach is based on values associated to each node in the tree, expressing, for instance, the minimal cost or probability of an attack. Current quantitative methods for attack trees allow the analyst to, based on an initial assignment of values to the leaf nodes, derive the values of the higher nodes in the tree. In practice, however, it shows to be very difficult to obtain reliable values for all leaf nodes. The main reasons are that data is only available for some of the nodes, that data is available for intermediate nodes rather than for the leaf nodes, or even that the available data is inconsistent. We address these problems by developing a generalisation of the standard bottom-up calculation method in three ways. First, we allow initial attributions of non-leaf nodes. Second, we admit additional relations between attack steps beyond those provided by the underlying attack tree semantics. Third, we support the calculation of an approximative solution in case of inconsistencies. We illustrate our method, which is based on constraint programming, by a comprehensive case study.
2992510549;Mathematical Modeling of Multimodal Transportation Risks.;2020.0;[2007196136, 2154798037];Research has shown that the risks of multimodal transportation depend as both on stochastic and fuzzy parameters.
2997411837;Fast Item Ranking under Neural Network based Measures;2020.0;[17346433, 1455310343, 1556531089, 1591023622, 1603536826, 1966443646, 1967005434, 1974627246, 1978030011, 1983645263, 2002827932, 2010416066, 2012833704, 2111006384, 2128678576, 2136189984, 2147017814, 2147717514, 2153602280, 2186845332, 2512971201, 2536015822, 2605350416, 2610935556, 2648699835, 2725049817, 2740920897, 2753634799, 2783565819, 2810397803, 2890736686, 2892102150, 2897754576, 2963056065, 2963517218];
3000339403;Stable and Accurate Filtering Procedures;2020.0;[303937333, 1972670182, 2012464934, 2753944674, 2769562095];High frequency errors are always present in numerical simulations since no difference stencil is accurate in the vicinity of the $$\pi $$-mode. To remove the defective high wave number information from the solution, artificial dissipation operators or filter operators may be applied. Since stability is our main concern, we are interested in schemes on summation-by-parts (SBP) form with weak imposition of boundary conditions. Artificial dissipation operators preserving the accuracy and energy stability of SBP schemes are available. However, for filtering procedures it was recently shown that stability problems may occur, even for originally energy stable (in the absence of filtering) SBP based schemes. More precisely, it was shown that even the sharpest possible energy bound becomes very weak as the number of filtrations grow. This suggest that successful filtering include a delicate balance between the need to remove high frequency oscillations (filter often) and the need to avoid possible growth (filter seldom). We will discuss this problem and propose a remedy.
2999442061;QoS-Based Robust Cooperative-Jamming-Aided Beamforming for Correlated Wiretap Channels;2020.0;[];This paper studies cooperative-jamming (CJ)-aided beamforming design under Gaussian channel uncertainties to reduce the secrecy loss due to reception correlation. In light of the difficulty of maximizing the outage-probability-constrained secrecy rate, a novel quality-of-service (QoS)-based optimization is considered. By employing the Bernstein-type inequality to approximate the probabilistic constraints, we seek to maximize the target outage signal-to-noise ratio (SNR) at the destination under transmit power and SNR outage constraints. Simulation results verify the designed CJ-aided beamforming substantially enhances the secrecy from a QoS perspective.
3000157810;Understanding Inter-Hemispheric Traveling Ionospheric Disturbances and Their Mechanisms;2020.0;[];
2997108528;HAFLoop: An architecture for supporting Highly Adaptive Feedback Loops in self-adaptive systems;2020.0;[38977886, 1511275332, 1530761836, 1555914462, 1557634793, 1571117462, 1585236401, 1659093230, 1680397247, 1872744038, 1895621607, 1915837116, 1964836145, 1987727544, 1990911977, 2003373522, 2013298510, 2014522999, 2019482491, 2033406822, 2045345923, 2045591981, 2047162235, 2055906872, 2057124872, 2059164916, 2072704264, 2080753128, 2085144121, 2089160254, 2093848495, 2104195067, 2124849328, 2132307560, 2133079113, 2133859873, 2142486130, 2152210408, 2154262285, 2162429446, 2163784380, 2167748275, 2168023489, 2405981446, 2604659713, 2732140844, 2743897093, 2744822502, 2754124646, 2782879278, 2783634296, 2796146433, 2802989963, 2889467404, 2896572817, 2899508431, 2911489589, 2962723569, 2968409638];   Most of the current self-adaptive systems (SASs) rely on static feedback loops such as the IBM’s MAPE-K loop for managing their adaptation process. Static loops do not allow SASs to react to runtime events such as changing adaptation requirements or MAPE-K elements’ faults. In order to address this issue, some solutions have emerged for manually or automatically perform changes on SASs’ feedback loops. However, from the software engineering perspective, most of the proposals cannot be reused or extended by other SASs. In this paper, we present HAFLoop (Highly Adaptive Feedback control Loop), a generic architectural proposal that aims at easing and fastening the design and implementation of adaptive feedback loops in modern SASs. Our solution enables both structural and parameter adaptation of the loop elements. Moreover, it provides a highly modular design that allows SASs’ owners to support a variety of feedback loop settings from centralized to fully decentralized. In this work, HAFLoop has been implemented as a framework for Java-based systems and evaluated in two emerging software application domains: self-driving vehicles and IoT networks. Results demonstrate that our proposal easies and accelerates the development of adaptive feedback loops as well as how it could help to address some of the most relevant challenges of self-driving vehicles and IoT applications. Concretely, HAFLoop has demonstrated to improve SASs’ feedback loops’ runtime availability and operation.
3002203379;Multi-dimensional Dynamic Trust Evaluation Scheme for Cloud Environment;2020.0;[1964344998, 1976409582, 1977367431, 1986484752, 2019438060, 2028837511, 2039637952, 2046229586, 2059407171, 2059415317, 2080550005, 2086726476, 2088979095, 2090072113, 2101391769, 2122129277, 2134894205, 2153199811, 2167521347, 2169822912, 2171104217, 2518226408, 2573428132, 2607002674, 2794240319, 2891996945, 2930250717, 2956007097];   In cloud computing environment, Cloud Customers (CCs) and Cloud Service Providers (CSPs) require to evaluate the trust levels of potential partner prior to appealing in communications. The accurateness of trust evaluation significantly influences the success velocity of the communication. Determining trustworthiness dynamically is a demanding problem in an open and dynamic environment (such as cloud computing) because of huge number of CSPs offering similar types of services. Also it is a challenging job for both CCs and CSPs to mutually recognize and distinguish between the trustworthy and untrustworthy CSPs and CCs. Presently, there are very less number of dynamic trust evaluation scheme that permits CCs to evaluate the trustworthiness of CSPs from multi-dimensional perspectives (i.e. perspectives from Cloud Auditors (CAs), Cloud Brokers (CBs), Service Level Agreement Agents (SLAAs) and Peers). Similarly, there is no scheme that permits CSPs to evaluate trustworthiness of CCs. This paper proposes a Multi-dimensional Dynamic Trust Evaluation Scheme (MDTES) that facilitates CCs to evaluate the trustworthiness of CSPs from various viewpoints. Similar approach can be employed by CSPs to evaluate the trustworthiness of CCs. The proposed MDTES helps CCs to choose trustworthy CSP which provides desired QoS and CSPs to choose desired and legal CCs. The experimental results illustrate that the MDTES is dynamic, efficient and steady in distinguishing trustworthy and untrustworthy CSPs and CCs compared to other trust models.
2982395995;Novel supplier grading approach based on interval probability hesitant fuzzy linguistic TOPSIS;2020.0;[566653638, 1978062397, 1980471025, 1987454296, 2001452963, 2021909147, 2029386095, 2033917481, 2034563113, 2040121225, 2043902857, 2045610944, 2065043952, 2075809784, 2133555750, 2147595926, 2267075006, 2300436939, 2468154960, 2474884296, 2598771954, 2754941027, 2772679429, 2774702408, 2802745231, 2803001434, 2803680438, 2891953200, 2892848289, 2899430821, 2902418216, 2904468863, 2904704195, 2909979782, 2913245224, 2947910571, 2966243013, 2970332774];   The supplier grading, a typical multi-attribute linguistic group decision-making (MALGDM) problem, is one of the important research topic in the uncertain linguistic environment, especially its aggregation of evaluation information and the establishment of grading approaches. In this paper, first we introduce the generalized interval probability hesitant fuzzy linguistic IOWA weighted average (GVIOWAWA) operator to aggregate the uncertain linguistic information with incomplete reliability. The GVIOWAWA operator can allow decision makers to select the appropriate parameters according to their needs. Then the interval probability hesitant fuzzy linguistic TOPSIS (IPHFL-TOPSIS) based on the interval probability hesitant fuzzy linguistic Euclidean distance is established. The IPHFL-TOPSIS model can effectively and objectively help businesses find the strategic cooperation supplier. Eventually, we give the numerical examples concerning the comprehensive assessment of material supplier and energy supplier to illustrate validity and applicability of the proposed approach and compare the proposed method with different parameters and methods to perform its flexibility.
3004636994;Human Comprehension of Fairness in Machine Learning;2020.0;[1648303880, 2100960835, 2530395818, 2963178340];
3000950839;Ergodic Stationary Distribution of a Stochastic Hepatitis B Epidemic Model with Interval-Valued Parameters and Compensated Poisson Process;2020.0;[2572725329, 2725765108, 2790149985, 2801904685, 2885902036, 2908114608];Hepatitis B epidemic was and is still a rich subject that sparks the interest of epidemiological researchers. The dynamics of this epidemic is often modeled by a system with constant parameters. In reality, the parameters associated with the Hepatitis B model are not certain, but the interval in which it belongs to can readily be determined. Our paper focuses on an imprecise Hepatitis B model perturbed by Levy noise due to unexpected environmental disturbances. This model has a global positive solution. Under an appropriate assumption, we prove the existence of a unique ergodic stationary distribution by using the mutually exclusive possibilities lemma demonstrated by Stettner in 1986. Our main effort is to establish an almost perfect condition for the existence of the stationary distribution. Numerical simulations are introduced to illustrate the analytical results.
3003360669;Monotone Probability Distributions over the Boolean Cube Can Be Learned with Sublinear Samples.;2020.0;[];
3008659330;Secure Instant Messaging Application in Prenatal Care;2020.0;[2341607273];The use of mobile phone for medical purposes is rapidly expanding as the number of medical applications rise. Studies show improvement of patient management and communication between medical team members using instant messaging applications. There are currently several smartphone applications routinely used by doctors and nurses. WhatsApp is by far the most common, however, it has several limitations when it comes to medical confidentiality. The aim of this paper is to introduce “Siilo” as an alternative secure messaging application and its advantages in the medical field, specifically in obstetrics. The typical course of consultation for an abnormal fetal finding is very long, cumbersome, frustrating and depends a lot on the patient, whereas, via Siilo the process is fast, efficient, depends more on the medical caregivers and helps ensuring minimum lost to follow-up. This paper demonstrates for the first time the utility of the use of Siilo application in medical management.
2997098112;An algorithm to compute the t-value of a digital net and of its projections;2020.0;[1968708670, 1981743146, 1985018928, 2058890866, 2079366547, 2083253722, 2099375630, 2165254608, 2171637483, 2398934262, 2615953416, 2964258169];   Digital nets are among the most successful methods to construct low-discrepancy point sets for quasi-Monte Carlo integration. Their quality is traditionally assessed by a measure called the    t   -value. A refinement computes the    t   -value of the projections over subsets of coordinates and takes a weighted average (or some other function) of these values. It is also of interest to compute the    t   -values of embedded nets obtained by taking subsets of the points. In this paper, we propose an efficient algorithm to compute such measures and we compare our approach with previously proposed methods both empirically and in terms of computational complexity.
2999738219;A Piezoresistive Array Armband With Reduced Number of Sensors for Hand Gesture Recognition;2020.0;[2136714340, 2137847051, 2286878790, 2383696055, 2589747988, 2766262086, 2767053645, 2769575562, 2793935950, 2795900623, 2845841029, 2885789677, 2889553287, 2904724061, 2905305602, 2981877040];
2996806983;A 7.5 Gb/s/pin 8-Gb LPDDR5 SDRAM With Various High-Speed and Low-Power Techniques;2020.0;[2027886943, 2095658739, 2132943370, 2179530124, 2291303685, 2593688479, 2791561716, 2792446208, 2793439489];A 7.5 Gb/s/pin 8-Gb LPDDR5 SDRAM is implemented in a 1   $\times$   nm DRAM process. Various techniques are applied to achieve higher bandwidth and lower power than LPDDR4X. To increase data rate, a WCK clocking scheme that is less vulnerable to power noise is adopted and a non-target ODT mode is proposed to reduce reflection noise in a two-rank system. A couple of techniques are proposed for saving power. To reduce self-refresh power, this chip supports deep sleep mode (DSM). In DSM, the leakage current of internal voltages decreases by disabling internal voltage generators that are not related with a self-refresh operation. Dynamic voltage frequency scaling (DVFS) is adopted to reduce read and write operation power and when writing all zeros data, an internal data copy function can be used for reducing write operation power. Last, a ZQ calibration scheme that shares one ZQ resistor (RZQ) and automatically executes ZQ calibration is presented. The proposed LPDDR5 DRAM operates up to 7.5 Gb/s on an automatic test equipment (ATE) and 6.4 Gb/s on a prototype system. Read and write power decrease by 21% and 33% compared to LPDDR4X at 4.266 Gb/s, and self-refresh power is reduced by 25% in DSM.
2962682143;On compact packings of the plane with circles of three radii;2020.0;[2070511479, 2104266030, 2417863416];   A compact circle-packing  P  of the Euclidean plane is a set of circles which bound mutually disjoint open discs with the property that, for every circle    S  ∈  P   , there exists a maximal indexed set    {    A    0    ,  …  ,    A    n  −  1    }  ⊆  P    so that, for every    i  ∈  {  0  ,  …  ,  n  −  1  }   , the circle      A    i      is tangent to both circles  S  and      A    i  +  1     mod     n    .     We show that there exist at most 13617 pairs    (  r  ,  s  )    with    0    s    r    1    for which there exist a compact circle-packing of the plane consisting of circles with radii  s ,  r  and 1.  We discuss computing the exact values of such    0    s    r    1    as roots of polynomials and exhibit a selection of compact circle-packings consisting of circles of three radii. We also discuss the apparent infeasibility of computing  all  these values on contemporary consumer hardware.
